,Dominant_Topic,Topic_Perc_Contrib,Keywords,Abstract
212,6.0,0.9258999824523926,"model, analysi, regress, statist, analyt, descript, requir, test, techniqu, knowledg","By the end of the course you will be able to  Decide on the right analysis to perform on your data Understand how the SPSS program works  Input data into SPSS and save it  Select the appropriate data entry method for the type of data you have  Select the appropriate descriptive analysis technique for the type of data you have and the questions you are trying to answer  Select the appropriate inferential analysis technique for the type of data you have and the questions you are trying to answer Perform the analyses using SPSS  Interpret the data output  Requirements You will need your own licensed copy of SPSS  If you don t currently have one  you can download a trial version on the IBM website below  http   www 03 ibm com software products en spss stats base Description Udemy is changing its pricing structure on April 4th when this course will increase to $20. Save money by buying it for $9 now. How do you feel about statistics? Are you afraid you will pick the wrong test? Or make a mistake in your calculations and misinterpret your data? In short: are you afraid of stats? If so, you've come to the right place! I'm here to demonstrate that your fear of statistics is unfounded. Despite what many people think, you don't need to learn complex mathematical formulae to perform statistical analyses. You just need to learn two things. First, you need to know how to choose the right statistical test. Then, you need to know how to do the analysis in computer software like SPSS so you can draw conclusions from your data. Show more"
213,9.0,0.9912999868392944,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","You understand and know how to use advanced calculations in Tableau You fully understand Level of detail expressions in Tableau You made a big step towards becomming a formula expert in Tableau   Notice becomming a real expert requires working on your own projects  You can leverage what you have learned and use Tableau even more efficiently to impress coworkers   superiors and competitors You might open up new career opportunities for you which are not only highly rewarding but also offer more job satisfaction You can generate valuable insights for yourself and your company Requirements No additional costs for the software   I use Tableau Public which you can download for free You need to be curious and willing to expand your current knowledge base You should like working with formulas Experience with Tableau is definitely helpful This course is not meant for total beginners even though every ambitious student is welcome to join This course fully focuses on formulas   calculations in Tableau  For Visual Analytics  advanced Tableau users should focus on my Tableau Masterclass   solving real world business challenges course and beginners on my Tableau fundamentals for beginners   A crash course Description How to become a Tableau Pro? You have used Tableau for Data Analytics / Visual Analytics and Business Intelligence before but have struggled with formulas and calculations so far? You want to uderstand how Level of detail expressions LOD) and other advanced formulas work in Tableau? Tableau training for you Advanced business Intelligence with Tableau / Business Analytics is in high demand.  Companies are constantly searching for ways to make better and faster decisions.   Therefore they rely heavily on data.  Data driven decision making is the key to success for any business in the world of tomorrow. So back to my questions at the beginning. You are searching for a ""How to Guide"" which brings you up to speed with advanced formulas and calculations in Tableau in no time? No problem! Let's address this challenge and bring you up to speed in less than 3 hours. This course was designed  to give you a quick and easy way to master formulas in Tableau, one of the best self service BI tools today and in the future.     Show more"
214,5.0,0.7060999870300293,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Develop the most useful macros in Banking Master techniques used by the top banking professionals Outpace your peers by maximizing your productivity and time Debug VBA code Create functions and subs Automate graphs generation Understand how to do object oriented programming Requirements You have should have Excel installed on your computer  Description This course will provide you with essentials about Visual Basic Applications (VBA) Excel for Finance. VBA is the programming language of Excel and is a fast programming language. When correctly mastered, it can automate almost every task that is required in Banking and Investment Banking. By taking this class, you will see that getting a job in investment banking is not just a matter of luck, but of technique and forward thinking. This course is best suited for university students who are studying business, finance, accounting, economics or any other finance related programmes. This course is also for anyone who is interested in knowing more about the Banking and Finance world, and to know about necessary skills to acquire to get into these sectors. No prior technical knowledge is required. The course covers:  Show more"
215,6.0,0.7850000262260437,"model, analysi, regress, statist, analyt, descript, requir, test, techniqu, knowledg","How to analyze data and how to use statistics in practice How to predict or explain different behaviors and events How to prepare data for the analysis How to collect data How to create a survey How to visualize data How to find ideas for data research How to tell the story through data How to draw conclusions and have profits from the results of your data analysis Requirements Everyone can take this course  no experience is needed  We will go step by step from the very beginning Just some time and willingness to learn Description Find out why data planning is like a bank robbery and why you should explore data like Indiana Jones. Get to know the poisonous triangle of data collection and see how data can be spoiled during preparation with one bad ingredient. Learn why data analysis itself is the cherry on top and understand why data analysis is all about the money and what to do about it. If you ever wanted to learn data analysis and statistics, but thought it was too complicated or time consuming, you’re in the right place. Start using powerful scientific methods in a simple way. This is the data analysis and statistics course you’ve been waiting for. Practical, easy to understand, straight to the point. This course will give you the complete package to be very effective in analyzing data and using statistics. Throughout the course we will use the mobile shopping case study, which makes learning fun along the way.      Show more"
216,3.0,0.7802000045776367,"googl, requir, studio, descript, analyt, queri, databas, knowledg, show, sql","Advanced uses of Google Tag Manager  Track user interaction with Vimeo Videos on your site  How to use Data Layers  How to use custom events  Track Vimeo Video interactions in Google Analytics  Detect Ad Blockers and show a message to users who block the ads  Send values to Custom Dimensions in Google Analytics using Ad Blocker as an example  Track and Create Universal User Id view in Google Analytics Integrate CRM Data with Google Analytics Data Requirements Google Tag Manager basics Description So you have learned how to use Google Tag Manager. Now you are ready to learn some advanced use cases beyond basic Google Analytics, AdWords or Facebook pixel tracking.  In this course I will cover the following advanced topics.  Understanding & using Data Layers Understanding and using Custom HTML tags in Google Tag Manager Using data layers to push dynamic values and trigger Google Tag Manager Track Vimeo Video interactions. Use Custom JavaScript variables in GTM to detect Ad Blockers Trigger message to users using Ad Blockers - really useful for ad supported sites. Pass values to Google Analytics Custom Dimensions using Google Tag Manager   Show more"
217,7.0,0.6721000075340271,"sql, excel, databas, function, analysi, requir, descript, queri, show, formula",Create your own Measures   Calculated Columns in DAX Use DAX in Power BI for advanced data analysis Gain advanced insights into your data with DAX Understand the concepts behind Measures   Calculated Columns in DAX Learn how to use the most important DAX functions Create better reports with Measures   Calculated Columns Requirements Some basic knowledge in Power BI is required Description From beginner to profesional in DAX – Master advanced analysis in Power BI with Measures & Calculated Columns DAX is a really powerful language if you want to get all the advanced insights from your data. Wether you want to create custom columns or use more advanced calculations with Measures and realize the full potential of Power BI - DAX is the key to that. Yet I know that many people feel discourage because they don't know where to start and without help it can be a bit frustrating and difficult. That's why I have created this course! In this course you will finally be able to learn DAX for your advance analysis in Power BI - and that in an easy and well structured way.    Show more
218,5.0,0.7717000246047974,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Understanding of the entire data integration process using PDI Extracting data from all popular data sources including Excel  JSON  Zipped files  TXT files and even cloud storage Cleaning the data using Pentaho Data Integration Applying business rules on the data in PDI Different types of Data transformations Loading the data into different formats Managing SQL database using PDI Metadata Injection   a powerful tool offered by PDI Understanding of the concepts of data marts and data warehouse Requirements Basic understanding of the data storage concepts will be helpful  Coding background is NOT required for this course Description What is ETL? The ETL (extract, transform, load) process is the most popular method of collecting data from multiple sources and loading it into a centralized data warehouse. ETL is an essential component of data warehousing and analytics. Why Pentaho for ETL? Pentaho has phenomenal ETL, data analysis, metadata management and reporting capabilities. Pentaho is faster than other ETL tools (including Talend). Its GUI is easier and takes less time to learn. Pentaho is great for beginners. How much can I earn? In the US, median salary of an ETL developer is $74,835 and in India average salary is Rs. 7,06,902 per year. Accenture, Tata Consultancy Services,Cognizant Technology Solutions, Capgemini, IBM, Infosys etc. are major recruiters for people skilled in ETL tools.    Show more"
219,4.0,0.4404999911785126,"blockchain, sa, pivot, technolog, requir, tabl, descript, analyt, excel, show","understand concepts in SAS basics perform data manipulation  exploration and analysis using SAS acquire SAS knowledge and skills to pass certificate exam master SAS programming to solve real world problems learn SAS while solving different types of questions get rich study materials in learning and practicing Requirements Basic computer skills Intention to learn Description If you need a comprehensive SAS  course that helps you 1) pass SAS certificate exam; 2) master SAS programming by solving 101 questions; 3) understand how SAS codes are working; 4) walk through each question by patient interpretation ; 5) practice and review SAS examples by yourself using my handout;  6) extend SAS knowledge and skills beyond these 101 questions Then this course is right for you. I am using a special but effective teaching method in this course. You are not just leaning SAS knowledge and skills, but also examining yourself by solving each question! You are not just seeking the correct solution, but also figuring out why other answers are incorrect. Show more"
220,9.0,0.7225000262260437,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Build professional quality ADVANCE SALES ANALYTICS reports from ground up Blend and transform raw data into beautiful INTERACTIVE DASHBOARDS Showcase your skills with full scale course projects with SIX SPECIALIZED sales analytics dashboard  step by step solutions  ARTIFICIAL INTELLIGENCE of Power BI to extract insights Work comfortably with Microsoft Power BI Work with large amount of data WITHOUT difficulty Learn to use FILTERS and SLICERS to ask the MEANINGFUL questions of your data Learn to create POWERFUL tables and matrix s of reporting data Learn to use CUSTOM Visualizations and Themes in Power BI SAVE huge amount of time which was previous consumed to extract same results Show more Requirements Microsoft Power BI Desktop  free download  Absolutely no prior experience in Power BI is required as we will start from scratch Description According to Mckinsey in their report on “Unlocking the Power of Data in Sales,” they have identified that over 53 % of the High Performing sales organizations are those who are effectively using their data analytical skills to boost sales. They have used techniques like cross-selling opportunities or new customer analytics during the process. And we will do exactly the same in this course. The digital universe is expanding with the passage of every day and organizations or persons who have the ability to utilize data analytics skills will have a competitive advantage by responding to the business challenges more quickly, more rigorously, and more successfully than their competitors. This course is a perfect one-stop-shop for those of you who like to peruse a career in data analytics, business analytics, or Financial analysis. You will acquire practical skills that will turn you into a highly skillful talent which will be invaluable for your future career. Get excited as you have come to the right place at the right time. This is one of the few courses on this topic that will equip you for detailed insights into sales analytics where we will start from very basics like how to install Power BI getting data into Power BI, develop a relationship among tables. We look forward to having you on our course as we learn and explore the incredible power of Microsoft Power BI for: Show more"
221,5.0,0.984499990940094,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Learn optimization through Simulated Annealing and Tabu Search Learn how to solve the Travelling Salesman Problem  TSP  Lean how to solve the Vehicle Routing Problem  VRP  Learn how to handle optimization constraints Learn how to code metaheuristics in Python programming Requirements Basic knowledge in optimization Basic Python programming skills Description In this course, we will solve the Travelling Salesman Problem (TSP) and the Vehicle Routing Problem (VRP) through Metaheuristics, namely, Simulated Annealing and Tabu Search. You will also learn how to handle constraints in optimization problems. You will learn how to code the TSP and VRP in Python programming. Please feel free to ask me any question! Don't like the course? Ask for a 30-day refund!! The ideal student should have basic knowledge in Operation Research and basic programming skills.  Real Testaments --> 1) ""Great course if you are having trouble to understand the traveling salesman and vehicle routing problems. I would recommend this course to anyone. The instructor is also very helpful if you ask questions. Very quick response. Keep it up Dana. Thanks"" -- Ryan, 5 star rating Show more"
222,9.0,0.9430000185966492,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Create powerful and outstanding reports   WOW effect Improve look and feel of standard reports Learn to apply additional advanced DAX calculations Apply tips and tricks when exploring data and creating reports Taking the Power BI Masterclass series on udemy will prepare you to start your data analytics career You can design Power BI Reports You can generate valuable insights for yourself and your company Requirements This course extends my other two courses  Power BI Masterclass   beginners to advanced  and  Power BI Masterclass   Expand Excellence  It s the 3rd course  6 in total  of the complementary Power BI Masterclass Series to help students to dive into Data Analytics Jobs To get an indepth understanding of Power BI and it s unlimited possibilities I highly recommend to check out the other five courses as well This course covers advanced Dax calculations and visualizations not covered in the previous two courses However everybody is free to join this course to extend his her Microsoft Power BI Desktop capabilities Your committment and willingness to learn Fun  Creating outstand reports to impress you audience makes fun  Keep that in mind  Description Microsoft Power BI Masterclass  - Data Analysis Deep Dive Why Power BI? In a world of data Business Intelligence / Business Analytics is in high demand. Companies are constantly searching for ways to make better and faster and smarter decisions. This heavily involves getting insights from their data. Small company or Multinational -  data driven decision making is the key to success for ANY business in the world of tomorrow. Because of that companies are drastically looking out for skilled employees and freelancers with the necessary capabilities to help them analyze and understand their data,  Since there is way more demand than supply it is a ""War for talent"". And the competition will increase further. This environment is a bless for anyone who acquires the necessary capabilities and positions herself/himself       Show more"
223,3.0,0.8562999963760376,"googl, requir, studio, descript, analyt, queri, databas, knowledg, show, sql","How to utilize HubSpot CRM to optimize business operations How to create a HubSpot account How to navigate the HubSpot platform How to use each tool in the free version of HubSpot Requirements Ambition to learn Description Learn the basics of the HubSpot CRM platform! I walk you through the free version of HubSpot, explaining the tools that HubSpot offers and how to utilize them. Additionally, I include a caste study where I analyze the sales funnel of a startup company, and utilize HubSpot as a software solution to optimize their funnel. This course is perfect for anyone going into a job where HubSpot knowledge is required! Who this course is for: Young business professionals looking to add to their tech stack Anyone who needs to learn HubSpot for their job"
224,3.0,0.5716999769210815,"googl, requir, studio, descript, analyt, queri, databas, knowledg, show, sql","Design SQL queries for data or export Build basic and advanced SQL queries Find data and create quick ad hoc reports for managers Create SQL views and stored procedures for use a Crystal Report datasources Requirements You should be familiar with SAP Business One and want to build queries   reports A working SAP Business One environment  SQL or HANA  Description My goal is to take any user and make them into an SQL query expert.  Without overly technical jargon and unnecessary complexity. I include real-world experience and examples of queries written for actual customers for reference.  I show you exactly how I build queries, find tables and how to get your information out of SAP quickly to generate ad-hoc reports. We will also be covering more advanced topics including SQL views, stored procedures and how to use SQL datasources in Crystal Reports. If you have already done my Crystal Reports course, this course is a logical next step and a great way to improve your skills.  Do reports yourself, save money and be in control of your data. This course includes the ability to ask me questions and get real answers.  I monitor the Q&A section constantly and will reply generally within 24 hours with guidance. Show more"
225,7.0,0.6783000230789185,"sql, excel, databas, function, analysi, requir, descript, queri, show, formula","Use the most popular and needed Excel skills for employment  Easily learn VLOOKUP Master Pivot Tables Create and run macros to automate work Use powerful functions and create custom formulas the easy way Format your data to look very professional Easily separate and combine data Prepare worksheets for printing Create shapes like banners and arrows Requirements You should be able to use a PC at a beginner level  Basic mouse and keyboard skills Office 365  Excel 2016   2013   2010   Trial version available on MS Office Website Description Office 365: Complete Excel Course This Microsoft Excel course is up to date with all the latest features and enhancements. However it works great with 2019, 2013 and 2010 versions as well. Enroll now to get over 9 hours and  75 lessons of professional training! Comfortable pace and easy English. Great for ESL. Enroll now to go from a beginner in Excel to an Intermediate user ready to tackle most day to day work in Excel. Microsoft Excel is one of  the most popular spreadsheet and business productivity tools in the world. I will be your guide using my 15 years experience as an instructional designer to quickly bring you up to speed on Excel saving you months and even years of frustration.  Stop struggling through your daily tasks at work or wishing you had the skills to advance.  Now you can quickly and easily go from beginner to intermediate step-by-step with clear video lessons and easy to use practice files designed just for this course. Show more"
226,6.0,0.5999000072479248,"model, analysi, regress, statist, analyt, descript, requir, test, techniqu, knowledg","Construction and Validation of Psychological Tests Establishing Reliability and Validity of Tests Requirements Basic understanding of SPSS AMOS and Research methods is required Description Psychological Testing is widely used in schools, colleges, companies, and institutions around the world. The entire discipline dealing with construction, validation and standardisation of psychological tests and such other assessment tools is known as psychometrics. Psychometric testing is a big business and many big brands like Pearson, Thomas International, Prometric, Aon Hewitt, Ernst and Young, etc, are deeply involved into it. For Human Resource Managers psychometric skills are must but unfortunately MBA courses do not teach about psychometric testing as it's area of hard core quantitative psychologists. Sadly as per my experiences even many universities offering major in psychology do not train their students in psychometric assessment because quantitative psychology specialisations are not given in many universities. Unfortunately, corporate world is flooded with poor tests without any rigour which reflects in poor hire or improper assessment of abilities.  Show more"
227,5.0,0.7638999819755554,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Understand Principal Component Analysis and Factor Anallysis in crysal clear manner Will know how to coduct principal component analysis and factor analysis using SAS   R Will understand  how PCA helps in dimensionality reduction Will understand the difference and similarity between PCA and factor analysis Students will be able to use PCA for variable selection Requirements The course will start with elementary concepts but knowledge of basic statistics will help For execution   it will help to know basic SAS or R programming Description The course explains one of the important aspect of machine learning - Principal component analysis and factor analysis in a very easy to understand manner. It explains theory as well as demonstrates how to use SAS and R for the purpose.  The course provides entire course content available to download in PDF format, data set and code files. The detail course content is as follows. Intuitive Understanding of PCA 2D Case what is the variance in the data in different dimensions? what is principal component? Formal definition of PCs Understand the formal definition of PCA Properties of Principal Components Show more"
228,5.0,0.3682999908924103,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Data cleansing Extract  Transform and Load  ETL  Methodology Data Science  Machine Learning and Predictive Modelling Requirements This is for beginners  so besides basic Excel you don t need much else Alteryx Installed Description I've been using visualization tools such as Tableau for a very long time and before that Excel. When data is clean its so much fun to do visualizations and reporting. However, in reality, data is more often than not very dirty, messy, incomplete or needs to be combined with other data sets. Therefore, you need a tool that can help you combine, consolidate and manipulate data in just the way you need it. In addition this, the other problem with standard business processes is the repetitive manual work we need to perform every single day. The routine is always the same. Data comes in, we filter here and there, do some calculations and send it out. Wouldn't it be nice to automate this without needing to know programming languages such as VBA, SQL or Python? Well the answer is Alteryx! Alteryx has built in, drag and drop tools designed specifically to make the data cleansing process easier. What would usually take me hours to do in Excel I can do in just minutes in some cases. The beauty is that once I've set it up the first time all I need to do is press RUN! This saves me a lot of time!  Show more"
229,6.0,0.5414000153541565,"model, analysi, regress, statist, analyt, descript, requir, test, techniqu, knowledg","How and were to download SPSS  including the free trial How to import data from Excel files How to do quick descriptive analyses How  and why  to completely fill in all variable information How export data into Excel  SAS  CSV  Stata and Lotus The importance of version control and not overwriting data files How to identify duplicate and unusual cases How to weight cases How to compute subscale and total measure scores How to recode into same or different variables How to replace and label missing data How and when to reverse score items Show more Requirements Access to SPSS is very helpful Basic understanding of different statistical approaches such as t tests  regressions and correlations  Description Even after completing 8 years of college and taking 6-7 stats classes, conducting analyses and reporting results is without a doubt the most dreadful aspect of research for graduate students and many early career professionals. Are you wondering whether (or how) to check for normally distributed data? Can you use some help understanding how to interpret the amount of variance that is explained by your model and what to do with that information relative to your results? Are you wondering how to even set up your SPSS data file and checking for missing or outlying data before running your analyses? Most of these skills (and many others that you will need for your graduate-level research) are not taught in classrooms, so it’s no wonder that so many graduate students struggle when it comes to the very important task of properly analyzing and reporting their research data. That’s why we designed this course….to fill those gaps that no one has showed you before. Your instructor is Dr. Todd Bottom, a veteran researcher for 12 years who has worked in education, pharma research, consulting and dissertation coaching. Specific to this course, Todd also taught psychology classes at DePaul University in Chicago, including undergraduate statistics.      Show more"
230,5.0,0.9872999787330627,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Business Optimization   Strategic Planning Business Analysis   Business Objectives Identify Stakeholders And Their Importance The Requirements   Risk Assessment Of A Business And Control Them Business Requirements Document  BRD  How Elicitation   Lifecycles Are Important For A Business Visual Modeling   Business Models To Control RACI Matrix Easily To Master BPMN Vs UML Requirements No Prior Knowledge Or Work Is Necessary To Take This Course  Pen And Paper For Precious Notes Description Course Description Business Analysis For Business Analyst: Fundamentals Of Analytics, BPMN, Elicitation, SWOT, RACI Matrix & Requirements Master business analysis with these fundamentals of analytics, BPMN, elicitation, SWOT, RACI Matrix and on requirements analysis for business analyst! Note: this course includes straight forward business analysis techniques, fundamentals and useful tips to become a great business analyst by understanding and mastering these concepts. This requires practice and motivated people to put in the work. If you are serious about become a real business analyst without missing any detail, this is for you. What Is In This Course? Show more"
231,9.0,0.8544999957084656,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","In this course you will learn how  with Power BI  to connect to multiple sources of data  and then how to transform that data into a usable format  You will learn how  with the power of basic DAX  create powerful calculations and comparisons across multiples tables of data from multiple sources And you will learn how you can visualize that data in a meaningful way to revile insights to your business like never before  Requirements You will need to download the FREE Power BI Desktop software  however you will be given directions in the course on how to do this  Description Updated May 2017 Power BI Desktop is a combination of Excels Power Features (Power Pivot, Power Query and Power View) all in a standalone package. Using Power BI, you can find, get, transform, analyse and Combine data from disparate databases, files, and web services with visual tools that help you understand and fix data quality and formatting issues automatically. Combined with BI Service, these data queries reports and dashboard can be shared and viewed on the go. This self-service business intelligence systems brings data analytics to the ordinary company. COURSE SUMMARY Power BI Desktop brings the world of data analytics and business intelligence to the ordinary business. By connecting to data from multiple sources and transforming or modelling that data, you can view and share insights to your business like never before. Being a self-service system, means you don’t need the help of and IT department to transform or model the data.  Show more"
232,7.0,0.46230000257492065,"sql, excel, databas, function, analysi, requir, descript, queri, show, formula","Learn the Basic Overview of Data Warehouse Learn the difference between Job and Transformation in Pentaho Learn the different Transformation Steps in Pentaho See the difference between Parameter and Variable  Learn how to pass a variable and Parameter to Transformation Step Learn the different types of Joins used in Pentaho Learn how to apply If else Conditions in Pentaho Lookup Steps in Pentaho Requirements All you need a Computer machine  windows  Mac  and Linux users are all welcome Tools  MYSQL Pentaho Data Integration ETL Tool Very Basic Database SQL concepts are required Description Brief Introduction: Pentaho Data Integration (PDI) provides the Extract, Transform, and Load (ETL) capabilities.Through this process,data is captured,transformed and stored in a uniform format. Some of the features of Pentaho data integration tool are mentioned below. Data migration between different databases and applications. Huge volume of data can be loaded from different heterogeneous sources. Data Cleansing with steps ranging from very simple to very complex transformations. Components of Pentaho: Below are the components of Penatho data integration tool. Show more"
233,5.0,0.5002999901771545,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Explore large datasets and uncover insights   going far beyond the Excel  deep into the data Model and create a database for day to day use Interface with databases from a programming language such as Python Have the comfort and confidence needed to load data and use both GUI and a command line interface for database operations Fully understand and leverage joins  subqueries  aggregates  indices  triggers  stored procedures and other major database concepts Requirements This course will cover generic  non system specific  SQL  but will also conduct exercises using 2 different database technologies  MySQL and SQLite  Installation and use of both these will be explained in depth Description Prerequisites: No prerequisites are needed for the SQL commands and DBMS fundamentals. Basic knowledge of programming in Python would be helpful if you want to run the source code in the course-ending project. Taught by Stanford-educated, ex-Googlers. This team has decades of practical experience in quant trading, analytics and e-commerce. Your bodyguard for when data gets too big, this course is strong but friendly, funny yet deep, animated yet thoughtful. Let’s parse that. Your bodyguard for when data gets too big: Most business folks (and quite a few engineers) use Excel as a basic tool of decision making and modeling, but when you can't fit the data you'd like into an Excel spreadsheet that you can easily open, its time to move to a database.    Show more"
234,5.0,0.5199000239372253,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Master end to end processes and techniques of using Ground Control Points  GCP  for Land Surveying with Drones Learn how to achieve pin point global accuracy in your surveying projects Learn about various means to capture accurate GCPs off site and on site Achieve a fundamental understanding of global coordinate systems and GPS Choose the best equipment for capturing GCP at site Internalize flight planning workflows with GCPs and master GCP positioning strategy Learn the practical aspects of GCP capture and drone flight execution via a real life project Skill yourself with GCP processing workflows in Pix4D Get clarity on differences in outputs between projects processed with and without GCPs Subtitles in English and Spanish Requirements Basic experience in drone surveying and or completed Part 1 and Part 2 of our course series Description This course is the third part of the 3 course series “The Ultimate Guide for Land Surveying with Drones”. This part covers end to end  processes and techniques of using Ground Control Points (GCPs) for Land Surveying with Drones.   To obtain the highest amount of global accuracy in your drone mapping project, the most common and effective method is to use GCPs. We have detailed out all the steps involved in strategizing, capturing and processing drone survey data with GCPs. This course is especially useful for those of you who have experience with aerial surveying and want to make your outputs absolutely survey grade by incorporating global accuracy. The course series have over 4000 enrollments across 114 countries since it was released 10 months back. Reviews Show more"
235,5.0,0.5680999755859375,"busi, analysi, requir, python, learn, r, descript, process, problem, show","In this course you will learn how to identify your ideal customer in less than 30 minutes using 100  free tools Discover how to utilize data to create a customer avatar Learn how knowing your ideal audience will allow you to set up target traffic campaigns  craft better content  save time and money and ultimately increase sales and conversions Requirements An Internet connected computer We re going to use free tools in the course  everything will be covered in the course Description Do you want to know what 99% of companies, entrepreneurs and marketers are missing out on? It's the correct answer to the following question: who is my target audience? The secret of finding the correct answer is to work with data. Stop guessing and be data-driven by using statistically significant information! We have recorded nine step-by-step videos that will walk you through the entire process of identifying who your ideal customer is. You will discover a simple strategy that will allow you to identify your ideal customer in less than 30 minutes using 100% free tools! If you want to drive real targeted traffic to your website, craft better content and save lots of time & money, then this training is perfect for you. Who this course is for: Show more"
236,9.0,0.9362999796867371,"tableau, power, visual, bi, dashboard, chart, busi, analyt, report, requir","Overview of Data warehousing and Dimensional Modeling Attributes facts hierarchies and transformations Metrics Prompts Search objects in MicroStrategy Consolidations   Custom Group in MicroStrategy Intelligent Cubes in MicroStrategy FreeformSQL Reports in MicroStrategy MicroStrategy Dossier Visualization MicroStrategy Dashboard Creation Filters and Report creation Requirements Basic SQL knowledge Very basic understanding of DWH   BI Windows  Mac  and Linux users are all welcome Tools Microsoft SQL Server 2017 MicroStrategy Description MicroStrategy is a Business Intelligence software, which offers a wide range of data analytics capabilities. MicroStrategy has some great features such as: Data Discovery Data Wrangling Data Mining and Predictive Analysis Mobile Platform Real time Dashboards  What are we learning in this course? Show more"
237,5.0,0.8313999772071838,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Be introduced to analytics in general  its different types and benefits  Be aware of the levels and challenges of analytics  Be introduced to the business analyst  Be introduced to the definition  history and benefits of business analytics  Know the techniques  software applications  challenges and future of BA  Requirements Basic understanding of the IT industry Knowledge of the English language Description Business analytics (BA) refers to the skills, technologies, applications and practices for continuous iterative exploration and investigation of past business performance to gain insight and drive business planning. Business analytics focuses on developing new insights and understanding of business performance based on data and statistical methods. In contrast, business intelligence traditionally focuses on using a consistent set of metrics to both measure past performance and guide business planning, which is also based on data and statistical methods.  This course includes the different types of analytics, BA techniques, software and applications, differences between analytics and analysis and business analytics and business intelligence, challenges and the future of BA. Who this course is for: Show more"
238,5.0,0.8220999836921692,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Forecast sales  trends  seasonal sales  trends seasonality Organize and store sales data Drive forecasts to high accuracy Report forecasting results with confidence Requirements Excel basics Description Sales forecasting is not magic. This is a real thing called predictive analytics. You do not have to be a rocket scientist to understand it. With this course, you do not need to know higher mathematics at all.        Real business forecasting uses quantitative data collection methods, mathematics, and logical reasoning, there is very little guesswork involved and much to be gained for the business owner.  Your historical data can be used to make accurate predictions about what will happen in the future, allowing you to order the appropriate amount of stock, hire enough employees, and ensure your business runs smoothly. The financial gains that can be achieved with business forecasting are real and can be achieved with the help of basic Excel techniques.         SCANBA produced high quality, easy to understand, the professional-level course that is right for you, as a person interested in business education.         Sales Forecasting by SCANBA is the course that will teach you how to forecast your sales in real life.  Show more"
239,5.0,0.8629000186920166,"busi, analysi, requir, python, learn, r, descript, process, problem, show","Regardless of your industry or profession  student will walk away from this course confident in the ability to  understand exactly what kind of data businesses are dealing with  conduct preliminary analysis  and design interventions using that analysis that are intended to change behavior  Understand about Big Data  Social Analytics  Understand about various types of analytics  Understand the significance of Analytics in Business perspective  Requirements No technical knowledge is required  The student should be having brief knowledge of Business and business terminology  Description This course is all about Business Analytics which gives exposure to various types of Business analytics, types of data, data sources, understanding of Big data and Big data analytics and Social Media as well as Social Media Analytics.  While going through this course student often find Business terminologies, several technical aspects, Big Data as well as Social Media related details. This course contains 8 Sections covering various topics with 35 video lectures and several quiz sections for testing your knowledge. Curriculum is systematically arranged in such a way that student will feel the flow of the subject making understanding easy. Entire course is close to 3 hours of engaging lectures. Every video has graphical representation which keeps students engaged to the topic. Show more"
240,3.0,0.5097000002861023,"googl, requir, studio, descript, analyt, queri, databas, knowledg, show, sql","Understand how to combine web analytics  usability  conversion rate optimization   SEO efforts Create and review detailed web analytics reports specific to the website and business Analyze sites usability and make improvements Identify the best web analytics tool for the website Create specific goals unique to a website and track each goal successfully Segment website visitors to identify any potential problems and discover what marketing methods are providing the most customers Identify and create a sales funnel for site visitors to follow strategically Set up specific analytics metrics to provide further opportunities for profitable keywords and conversions Show more Requirements A basic understanding of how to create a website may be helpful A basic understanding of web analytics may be helpful but is NOT required A desire to learn  to take action and to ask for help when needed Description Web Analytics, usability and conversion rate optimization are a powerful combination for transforming a business' reach and revenue. This is how business' of all sizes scale their online sales and greatly increase their revenue even without finding new website traffic. This is your step-by-step actionable guide to creating unique goals for a business that you can track, test and improve.  This course is meant for you to take action and begin tracking your own business goals using Google Analytics (as well as other tools we'll look at) and improving your website based on your findings. Specifically we cover: How to combine web analytics, usability, conversion rate optimization & SEO efforts How to create and review detailed web analytics reports specific to the website and business Identify the best web analytics tool for the website (we'll use Google Analytics as an example) Show more"
